Gender,ClassYear,GPA,CreditsEarned,TransferCredits,APCredits
F,U3,2.88,60,0,12
M,U4,3.84,105,0,36
F,U3,2.7,64,0,24
F,U2,3.28,30,0,0
F,U3,3.85,16,24,0
M,U4,3.82,113,0,0
F,U3,3.82,68,0,0
F,U3,2.99,63,0,28
M,U3,2.65,93,0,0
F,U2,3.2,32,9,0
F,U3,3.71,64,0,32
F,U2,3.67,40,0,12
M,U4,3.41,111,0,0
M,U2,3.09,29,0,0
M,U4,3.24,62,0,60
M,U3,3.6,64,0,20
F,U4,3.15,98,3,16
M,U3,3.57,76,4,0
F,U3,2.5,25,24,0
F,U2,3.46,32,0,0
F,U4,3.14,132,0,0
F,U2,3.82,37,0,8
F,U2,2.88,32,0,0
F,U3,3.55,65,6,4
M,U3,2.98,61,0,0
F,U2,3.15,32,6,0
M,U4,3.24,90,28,4
M,U2,2.45,41,0,4
F,U3,3.39,32,25,0
M,U2,3.76,32,0,0
F,U2,3.26,33,0,0
M,U4,2.35,96,0,24
F,U3,3.83,61,3,16
F,U2,3.48,33,0,28
M,U4,3.38,100,0,28
F,U3,2.63,63,3,0
F,U2,3.37,30,0,0
F,U2,3.43,28,6,24
M,U2,3.59,40,0,0
F,U2,1.77,26,0,0
F,U3,2.87,67,0,0
F,U2,3.21,32,0,24
F,U2,3.68,43,0,0
M,U4,2.83,88,0,12
F,U2,3.55,32,0,12
F,U3,2.17,34,32,0
F,U2,3.88,33,0,8
F,U4,3.38,96,0,24
M,U4,3.43,108,0,8
F,U4,3.83,102,3,24
F,U4,2.93,74,35,4
F,U4,3.59,104,0,0
M,U4,3.58,96,0,0
F,U2,2.4,32,0,0
F,U4,3.25,102,0,4
F,U2,2.75,33,6,36
F,U4,3.16,105,0,0
M,U4,3.47,70,0,20
F,U3,3.08,64,0,0
F,U3,2.51,64,0,0
M,U3,3.02,58,0,0
M,U2,3.64,32,0,8
F,U4,3.32,93.5,0,20
F,U2,3.58,32,0,0
F,U3,2.94,57,0,12
M,U3,2.69,56,0,16
M,U4,3.96,32,60,4
M,U4,3.06,88,0,0
F,U4,3.16,57,0,52
M,U3,3.16,64,0,0
F,U4,3.08,127,0,32
F,U4,3.08,64,0,36
M,U3,3.16,34,30,0
M,U4,3.45,48,15,0
M,U3,2.92,64,0,24
F,U2,2.94,28,0,8
M,U2,3.21,32,0,8
M,U3,3.23,65,0,0
F,U2,2.43,25,0,16
M,U4,3.43,104,0,8
M,U4,2.81,92,6,4
F,U3,3.34,32,0,0
M,U3,2.13,52,0,0
M,U4,2.79,96,8,20
F,U2,3.04,30,8,16
F,U4,3.1,82,0,24
M,U3,2.99,68,0,0
M,U3,3.32,79,0,12
F,U2,3.3,36,0,0
M,U4,3.73,91,0,32
M,U4,3.51,63,0,16
F,U4,3.8,92,0,44
F,U3,3.24,54,0,12
M,U4,2.97,72,36,0
M,U2,2.48,38,0,0
M,U4,3.05,96,0,8
F,U3,3.03,32,32,0
F,U3,3.46,62,0,24
F,U4,3.6,60,41,0
M,U3,3.51,64,0,36
F,U2,3.15,36,0,4
F,U3,3.75,32,0,32
M,U3,2.76,64,0,0
M,U3,2.97,57,0,0
F,U3,3.15,16,31,0
F,U4,3.38,96,0,4
M,U2,3.25,32,0,0
M,U2,3.84,49,0,0
F,U4,3.85,105,0,12
F,U3,3.49,76,0,20
F,U3,3.59,64,0,24
F,U3,3.34,77,3,20
M,U2,2.34,28,0,12
F,U2,2.75,38,0,12
M,U2,3.39,32,3,4
F,U3,3.12,74,0,12
M,U4,3.44,98,0,16
F,U3,3.54,82,0,0
M,U4,3.27,76,4,0
F,U2,3.1,28,3,0
F,U4,3.68,62,0,32
F,U3,3.38,86,0,4
M,U2,3.26,32,0,4
M,U4,2.46,94,0,0
M,U4,3.29,108,0,16
M,U2,3.83,45,0,4
M,U4,3.11,108.5,0,12
F,U3,3.12,68,0,0
M,U4,3.38,93,0,4
F,U3,3.99,71,0,0
F,U4,3.48,107,0,12
M,U2,1.33,12,0,0
M,U4,3.15,102,0,0
M,U4,2.88,96,0,0
F,U2,3.24,36,6,0
F,U2,3.68,33,0,4
F,U4,2.88,94,0,24
F,U2,3.63,35,6,0
F,U2,2.73,30,0,0
M,U3,3.03,32,0,32
F,U3,3.82,72,4,0
F,U4,3.69,46,52,36
F,U3,2.92,60,0,16
F,U4,3.21,86,0,28
F,U4,3.02,52,42.5,0
M,U2,1.71,25,0,0
M,U3,2.58,68,4,12
F,U4,3.89,70,0,28
M,U3,2.97,36,0,0
F,U2,3.2,32,0,16
M,U4,2.67,76,0,0
F,U4,2.59,84,0,28
M,U3,2.88,65,0,32
F,U4,3.78,96,0,12
F,U4,3.64,106,0,32
F,U4,3.42,93,0,28
F,U2,2.48,32,0,0
M,U2,3.68,32,0,0
F,U4,3.54,140,0,28
M,U3,2.97,64,0,0
M,U4,3.43,109,0,52
M,U3,3.11,58,0,12
M,U4,2.83,113,0,0
M,U3,3.42,64,0,0
M,U3,3,32,26,12
F,U3,2.12,24,56,0
F,U3,3.46,64,6,16
F,U2,3.68,32,0,32
F,U2,3.36,33,0,12
M,U2,3.16,27,0,8
M,U4,2.09,88,0,0
F,U3,2.88,84,0,4
M,U3,3.03,64,0,4
M,U3,3.13,32,76,12
F,U4,2.74,92,0,16
F,U4,2.61,90,5,0
M,U3,3.48,64,4,28
F,U3,3.3,35,0,36
M,U4,3.84,130.5,0,40
F,U4,3.61,117,0,0
F,U2,3.23,24,0,8
F,U2,3.36,32,6,0
M,U3,3,80,0,24
F,U3,3.39,64,8,0
F,U3,3.11,66,0,0
F,U3,3.79,46,12.5,0
M,U4,2.9,86,0,0
F,U2,3.03,30,0,0
F,U4,3.27,102,0,0
F,U4,3.1,112,0,0
M,U2,2.9,32,8,12
M,U2,3.12,36,8,8
M,U3,2.82,64,8,0
F,U2,3.26,36,8,8
M,U3,3.39,77,0,0
M,U2,3.11,32,0,20
F,U4,3.2,100,0,24
F,U2,3.56,35,8,0
F,U2,2.86,34,0,12
F,U2,3.43,16,0,12
M,U3,3.79,32,18.4,0
F,U3,3.26,64,0,4
F,U4,3.58,92,0,0
F,U4,3,96,0,4
F,U2,3.6,35,0,24
M,U2,3.01,36,0,0
M,U3,2.8,72,0,0
F,U3,2.9,74,0,0
F,U4,3.69,66,33.5,0
M,U2,3.33,36,0,0
F,U3,2.29,65,6,0
F,U2,2.13,24,8,0
F,U2,3.38,36,0,20
F,U2,2.9,38,0,28
M,U2,3.19,18,0,0
F,U2,3.11,30,0,12
M,U4,2.73,90,8,0
F,U2,3.01,34,4,0
F,U3,3.87,69,0,8
F,U2,2.4,30,0,0
F,U2,1.96,24,0,0
M,U3,2.86,72,0,0
M,U4,2.38,96,0,8
F,U4,3.36,97,0,8
M,U4,2.97,126,0,0
F,U2,2.78,34,0,4
F,U2,3.33,32,0,28
F,U3,2.72,67,16,0
M,U4,3.83,114,8,16
F,U3,2.95,48,39,0
F,U2,3.09,28,0,0
F,U4,3.8,85,0,12
M,U4,3.13,96,0,4
M,U4,2.23,102,0,0
F,U2,3.16,33,0,24
M,U4,3.85,96,0,12
M,U3,3.53,72,0,0
F,U3,3.55,71,9,0
F,U3,3.88,84,0,0
M,U3,3.93,76,0,0
M,U4,2.88,89,0,0
F,U3,2.98,70,0,8
M,U2,2.83,36,0,4
F,U4,3.03,117,0,0
F,U3,3.83,41,0,40
F,U2,2.98,24,0,0
F,U3,2.84,64,11,16
M,U3,3.13,72,0,0
F,U2,3.11,40,0,16
F,U2,2.88,35,8,8
F,U3,3.34,75,8,0
M,U3,3.35,60,6.6,0
F,U2,3.24,30,8,0
F,U2,3.55,32,8,16
F,U2,2.81,27,0,0
F,U2,3.28,38,0,20
F,U3,3.63,64,0,28
M,U3,3.25,30,98.8,0
F,U2,3.66,34,0,20
F,U2,2.98,33,0,8
M,U3,3.07,72,3,16
M,U4,3.09,95,3,24
F,U3,2.81,64,9,0
F,U2,2.93,32,0,20
M,U2,3.13,30,0,0
M,U2,3.38,32,0,8
F,U4,2.61,60,33,0
M,U3,3.49,28,9,0
F,U4,2.44,91,0,0
M,U3,2.88,68,0,12
F,U4,3.55,65,0,0
M,U2,3.25,32,0,0
F,U3,3.23,73,4,8
F,U2,2.91,32,4,0
F,U4,3.36,100,0,0
F,U2,2.84,38,0,8
F,U4,3,104,0,0
M,U3,3.1,67,8,4
M,U2,3.88,24,8,12
M,U4,3.21,90.5,6,0
M,U3,3.04,68,0,0
M,U3,2.99,60,0,8
M,U2,3.56,36,8,20
M,U2,3.78,36,0,0
F,U4,3.36,64,24.1,16
F,U4,3.37,106,0,24
M,U2,2.13,34,0,0
F,U4,3.33,108,0,0
F,U4,2.66,96,0,0
F,U2,3.43,32,0,4
M,U4,3.73,112,0,4
M,U3,1.84,78,0,0
F,U3,3.22,71,0,0
M,U2,3.44,44,0,0
M,U2,3.25,34,0,12
F,U3,2.67,73,0,0
F,U4,3.11,96,0,24
F,U2,3.63,37,0,0
F,U2,2.97,42,0,0
F,U4,3.36,108,0,8
F,U3,3.39,84,8,8
F,U2,3.2,32,0,16
F,U2,2.56,40,0,0
F,U3,3.98,65,0,0
M,U3,3.91,41,0,0
F,U2,3.07,44,0,0
M,U3,2.24,58,0,0
F,U2,3.67,48,8,0
M,U4,3.15,86,8,0
M,U4,2.54,120,0,0
F,U4,3.84,108,0,24
F,U2,3.54,32,0,32
F,U3,3.25,65,4,0
F,U3,2.33,64,0,0
F,U3,3.46,72,0,8
F,U3,3.59,64,0,28
F,U2,3.8,32,0,24
M,U4,2.54,114,8,0
F,U4,3.32,96,0,0
F,U2,3.93,32,0,36
F,U4,3.25,96,0,0
F,U3,3.81,80,0,28
M,U2,3.27,28,4,8
F,U4,2.19,92,0,4
F,U4,3.17,95,3,4
F,U3,2.7,44,19.2,4
M,U4,2.01,56,32,4
M,U2,2.79,32,0,24
F,U4,3.53,92,0,0
M,U2,,,,
F,U2,3.22,37,0,0
M,U4,3.25,116,0,0
F,U4,3.6,80,15,0
M,U4,3.21,65,0,28
M,U2,2.91,32,0,16
M,U4,2.56,76,40,0
F,U4,3.3,96,3,24
F,U3,2.72,52,0,20
F,U4,3.02,103,0,0
F,U4,3.03,99,0,0
F,U4,3,109,0,0
M,U4,2.62,113,0,0
F,U3,2.44,32,32,0
F,U3,2.94,64,0,0
F,U2,3.8,33,0,16
F,U2,2.5,16,0,0
M,U3,2.35,58,12,0
F,U2,3,33,0,0
M,U4,2.82,64,77,0
M,U2,2.8,37,0,0
F,U4,3.89,137,0,0
F,U2,2.39,32,0,0
F,U4,3.61,104,0,0
F,U2,3.4,24,0,8
M,U2,2.5,32,0,0
F,U2,2.91,30,8,0
F,U4,3.74,100,8,0
M,U3,1.95,76,0,4
M,U2,2.48,36,0,0
F,U2,3.23,29,0,0
M,U2,2.54,32,0,8
M,U3,1.91,92,0,0
F,U3,3.34,66,12,4
M,U4,2.17,108,21,0
M,U4,2.65,84,0,0
M,U3,3.07,66,0,0
F,U2,3.71,32,0,12
F,U2,2.1,25,0,0
M,U3,3.96,30,0,44
M,U4,2.44,92,0,8
M,U2,3.26,40,0,40
M,U4,3.59,108,0,0
M,U2,2.82,37,0,0
F,U3,3.46,64,8,8
F,U2,3.8,26,0,8
F,U2,2.51,28,4,4
F,U2,3.92,50,0,28
F,U4,3.61,126,0,0
F,U2,4,32,0,8
F,U4,3.44,66,0,36
M,U3,3.13,64,0,32
F,U4,3.47,103,0,36
M,U4,2.33,80,3,16
M,U4,3.65,96,0,32
F,U3,3.41,64,0,28
M,U4,3.68,89,30,36
M,U4,3.4,112,12,0
M,U2,2.86,40,0,4
M,U3,2.68,48,0,0
M,U2,3.75,32,0,24
M,U2,2.36,34,0,0
F,U2,2.77,34,0,0
F,U3,3.3,72,0,8
M,U2,2.71,36,0,0
F,U2,3.71,40,8,0
F,U3,2,55,8,0
F,U2,3.43,32,4,0
F,U4,3.68,86,0,16
F,U3,3.23,82,0,0
M,U3,2.52,36,14,0
F,U4,2.64,96,0,0
F,U3,2.26,60,0,0
F,U2,3.25,34,0,0
F,U4,3.14,92,0,4
F,U2,3.28,37,0,16
M,U3,3.08,36,40,0
F,U4,2.71,96,3,0
F,U3,2.78,48,68,0
F,U4,3.15,100,0,32
F,U4,3.54,104,0,28
F,U2,2.97,40,0,0
M,U4,3.45,108.5,0,24
M,U4,3.76,103,0,44
M,U4,3.47,110,0,32
M,U4,2.63,33,0,24
F,U3,2.59,68,6,0
M,U2,3.66,32,0,8
M,U2,2.92,40,0,0
F,U3,3.93,76,0,12
F,U2,3.16,32,0,4
F,U2,3.11,32,0,0
M,U4,2.47,74,27,0
F,U3,3.08,56,0,12
M,U2,3.93,32,0,24
F,U4,3,95,6,0
F,U4,3.61,96,9,8
M,U4,2.12,93,0,0
F,U3,3.17,64,0,16
F,U4,3,110,0,0
M,U3,3.08,64,0,12
F,U3,3.55,68,0,12
F,U4,3.37,66,0,20
F,U4,2.93,96,0,20
F,U3,3.45,75,12,0
M,U4,3.18,66,30,12
M,U3,2.18,58,0,0
M,U3,3.65,66,0,8
M,U2,2.41,28,0,0
F,U2,3.16,32,0,12
M,U2,3.13,33,0,20
F,U2,3.28,32,7,0
F,U3,2.18,54,0,0
F,U2,3.36,32,0,0
M,U3,3.81,69,0,24
F,U3,2.31,56,0,0
F,U3,3.79,33,0,16
F,U3,3.2,8,33,0
M,U2,3.54,32,0,0
F,U3,2.96,58,0,0
F,U2,3.29,32,0,20
F,U4,3.37,111,0,40
F,U3,2.62,65,8,4
F,U4,2.61,102,0,0
F,U3,2.63,52,0,0
M,U3,3.96,64,0,20
F,U4,3.4,96,0,12
M,U4,3.03,92,0,28
M,U4,3.12,104,0,44
M,U4,2.82,98,0,0
F,U3,3.13,32,18.2,0
F,U4,4,61,54,48
F,U2,3.13,32,0,12
F,U4,2.47,106,0,0
F,U2,3.28,32,0,0
F,U2,3.33,40,0,0
F,U3,3.84,32,28,12
F,U4,3.8,64,0,40
F,U3,3.72,76,0,4
M,U2,3.51,32,0,4
M,U4,3.41,97,0,16
M,U4,2.43,120,6,0
F,U2,2.65,33,6,16
F,U2,3.29,32,0,0
F,U2,3.89,33,0,8
F,U4,3.88,80,16,24
F,U3,2.45,62,0,32
M,U4,3.83,105,0,36
F,U4,3.75,68,0,40
F,U4,2.62,93,0,0
F,U3,3.03,60,3,28
F,U3,3.97,36,2.6,20
F,U2,3.33,33,0,0
M,U3,2.2,18,16,0
F,U3,3.49,65,0,16
F,U4,3.26,96,0,20
F,U4,3.44,44,32,0
M,U4,3.33,92,0,0
F,U4,2.8,98,6,12
F,U3,2.71,64,0,4
F,U3,3.51,69,0,24
F,U2,3.17,28,0,0
M,U3,3.63,70,8,0
F,U2,3.04,33,0,16
F,U4,3.42,97,0,16
F,U2,3.5,32,0,12
F,U3,3.6,60,0,0
M,U2,3.03,40,7,4
M,U3,2.44,40,52,0
M,U4,3.55,78,0,0
F,U2,3.24,32,0,36
M,U3,2.96,80,0,0
F,U3,2.8,65,0,24
F,U3,3.74,65,0,0
F,U3,3.01,68,0,12
F,U2,3.3,32,0,12
M,U4,3.7,96,0,4
M,U4,3.61,102,7,8
F,U3,3.07,60,0,0
M,U3,2.91,64,7,0
M,U4,3.42,88,0,12
F,U2,2.96,29,0,0
M,U4,3.68,36,0,48
M,U3,3.08,42,0,0
M,U4,2.69,76,24,0
M,U4,2.55,100,0,20
M,U3,2.48,64,0,0
F,U2,3.92,35,0,16
F,U4,3.76,63,10,32
M,U4,2.38,90,0,0
F,U3,3.46,64,0,0
F,U4,3.13,104,0,8
F,U3,3.76,64,10,0
F,U2,3.9,36,0,28
F,U4,3.84,102,10,56
M,U3,3.28,36,8,28
F,U4,2.91,100,0,16
F,U2,3.49,33,6.3,12
M,U2,3.57,39,0,28
F,U2,3.43,32,0,0
F,U4,3.81,100,9,32
F,U2,3.21,32,9,12
M,U2,3.71,32,0,8
M,U4,2.75,94,4,4
F,U3,3.47,72,0,4
F,U3,2.71,32,25,0
M,U4,2.26,108,0,0
F,U4,3.49,64,22.1,12
F,U3,3.06,33,0,24
M,U4,3.22,61,0,32
F,U2,2.24,24,0,0
M,U3,3.89,36,0,32
F,U4,3.64,96,0,4
F,U2,3.41,32,0,4
F,U4,3.39,68,11,28
F,U3,3.86,36,0,20
M,U4,3.43,96,0,24
M,U4,3.31,103,9,0
M,U2,3.46,36,0,36
M,U2,2.77,27,0,8
F,U3,2.57,28,24,0
F,U2,3.3,33,0,12
M,U3,2.73,60,0,0
F,U4,3.3,100,0,20
F,U4,3.7,97,0,4
F,U4,3.67,102,0,16
F,U2,2.91,32,0,28
F,U2,3.18,34,0,0
M,U4,3.84,96,0,48
F,U3,3.89,69,0,8
F,U3,3.76,32,39,16
M,U2,2.24,29,0,0
M,U3,3.68,64,0,8
M,U2,3.59,33,0,20
M,U3,2.21,56,0,0
F,U4,3.44,120,0,16
F,U3,3.21,33,32,0
F,U3,2.58,56,0,0
F,U2,2.96,28,5,0
M,U3,3.44,70,24,16
M,U4,2.36,92,0,16
F,U4,3.53,98,0,12
F,U4,2.94,97,6,28
F,U4,2.64,64,27,4
F,U2,2.71,33,0,0
M,U3,2.47,53,0,8
M,U2,3.09,32,0,0
M,U3,2.35,16,0,0
F,U4,3.3,103,3,16
F,U4,2.31,130,0,0
M,U3,3.3,69,0,4
F,U2,3.08,32,0,24
F,U3,2.86,28,21,0
F,U2,2.2,29,0,0
M,U2,2.98,32,0,28
F,U2,2.99,34,0,4
M,U4,2.8,72,30.4,0
F,U2,3.13,32,0,16
F,U4,2.97,133,0,12
M,U4,3.31,112,8,0
M,U2,2.92,34,0,0
F,U4,3.61,98.5,0,8
F,U4,3.57,101,0,0
F,U3,2.85,64,0,0
F,U4,3.68,109,0,24
F,U3,3.07,72,0,4
F,U2,2.63,32,0,4
F,U4,3.7,127,0,20
F,U4,3.07,92,3,12
M,U3,2.88,48,0,0
M,U2,3.8,32,0,12
M,U4,3.34,68,26,8
F,U2,2.82,35,0,4
F,U3,3.4,16,46,0
M,U4,3.05,69,18,0
M,U3,2.65,64,0,12
M,U4,2.38,72,18,0
M,U2,2.74,34,0,20
M,U3,3.13,64,0,0
M,U4,2.92,84,0,0
F,U2,3.49,44,0,4
F,U3,2.6,61,0,16
F,U3,3.82,36,0,24
F,U4,2.25,52,20,0
F,U3,3.38,64,0,16
F,U2,3.14,32,0,12
F,U4,2.88,98,0,0
F,U4,3.8,100,3,16
F,U4,2.64,92,4,8
M,U3,2.38,72,0,24
M,U3,2.57,56,0,4
M,U4,2.96,93,0,20
M,U3,3.84,33,12,36
M,U4,3.17,108,0,0
F,U4,3.44,101,0,8
F,U4,3.07,76,0,28
F,U3,3.51,72,0,8
F,U4,2.91,100,0,0
F,U3,3.2,48,0,0
M,U4,3.52,68,0,48
F,U2,3.29,32,14,0
M,U4,2.02,64,0,16
M,U4,2.19,112,0,0
M,U2,2.22,38,0,0
F,U4,3.18,137,0,0
F,U2,3.76,33,0,16
F,U2,2.5,24,0,0
F,U3,3.27,67,0,16
M,U2,3.04,32,0,12
M,U4,3.83,96,0,0
M,U4,3.17,96,0,20
F,U3,3.04,61,0,20
M,U2,2.56,28,0,36
F,U2,3.29,36,0,0
F,U2,1.95,32,0,0
F,U4,3.63,64,15,24
F,U3,3.34,65,0,12
M,U2,2.78,38,0,0
M,U2,3.54,34,0,0
F,U4,3.27,36,56,0
M,U4,2.79,112,0,4
M,U4,3.16,100,0,20
F,U2,3.93,32,0,0
M,U4,3.56,108,0,8
M,U2,3.11,36,0,0
F,U4,2.83,60,41,0
F,U4,2.98,60,37,0
F,U2,3.09,30,0,8
F,U3,3.55,82,4,16
M,U2,3.41,32,4,16
F,U4,2.74,88,0,8
M,U4,3.72,102,0,40
F,U3,3.18,16,33.5,0
M,U4,3.23,88,0,0
M,U2,3.97,40,0,0
M,U3,3.05,57,0,32
M,U3,3.06,66,0,16
F,U2,2.96,32,0,0
M,U4,3.32,92,0,16
M,U3,3.28,80,0,0
F,U3,3.13,64,26,0
M,U3,2.58,58,0,0
F,U3,3.68,36,32,0
M,U4,1.79,68,0,20
F,U4,3.49,94,3,24
M,U4,2.57,38,0,8
M,U4,3.19,102,0,0
F,U3,3.63,33,17,4
F,U3,3.88,66,0,16
F,U4,3.72,66,46,0
F,U3,3.44,77,8,4
F,U2,3.14,28,0,4
F,U2,2.23,28,0,8
F,U3,2.75,35,37,0
F,U4,3.21,97,0,24
M,U4,3.55,96,0,0
F,U4,3.85,97,0,28
M,U3,3.08,16,36,0
F,U4,3.59,108,0,0
F,U4,3.72,105,0,28
F,U3,3.48,64,8,12
M,U4,2.79,32,40,0
F,U3,3.22,67,0,8
F,U3,3.37,76,0,16
M,U2,3.3,33,0,0
M,U3,3.46,56,0,20
F,U2,3.75,32,0,0
F,U4,3.83,93,0,36
F,U2,3.03,32,0,4
F,U4,3.58,52,56,0
M,U4,2.79,96,0,0
F,U2,2.45,24,0,0
M,U3,3.24,68,0,12
F,U2,3.44,36,0,0
M,U4,4,102,0,32
M,U2,3.44,28,8,0
F,U3,3.28,67,0,20
F,U3,3.65,35,6,36
M,U2,2.93,27,0,0
F,U4,3.4,116,0,0
M,U4,3.5,62,25,32
F,U2,2.77,40,0,0
F,U4,3.34,104,6,36
M,U3,3.78,64,0,12
F,U3,2.6,20,20,0
F,U2,3.16,33,0,0
M,U2,2.77,36,0,4
M,U3,2.9,28,0,8
M,U2,2,32,0,0
F,U4,3.11,104,0,8
M,U3,3.68,25,0,24
F,U2,3.07,30,0,0
M,U2,3.18,32,0,0
M,U4,3.18,93,28,0
M,U4,2.61,64,15,0
M,U2,3.43,28,5,32
F,U2,3.89,32,0,20
F,U3,3.36,64,0,4
F,U4,3.34,85,0,20
F,U3,2.98,68,0,8
F,U3,3.18,16,42,0
F,U2,3.08,33,0,0
F,U2,2.81,32,0,8
M,U3,2.56,64,0,0
F,U4,2.95,88,0,16
F,U2,3.86,37,0,20
M,U3,3.75,64,0,16
F,U2,2.91,34,0,4
M,U3,3.69,72,9,0
F,U3,3.04,42,20,0
F,U2,3.33,28,0,8
F,U4,3.05,101,0,0
F,U4,3.45,124,20,8
M,U3,3.6,32,0,32
F,U2,2.96,32,0,0
M,U4,2.91,68,27,0
M,U4,3.1,147.5,0,0
F,U2,3.13,32,0,0
F,U2,3.09,32,0,0
F,U4,3.6,92,14,28
F,U4,3.2,92,0,24
F,U2,3.38,32,0,20
F,U4,3.18,109,0,8
F,U4,3.34,96,4,8
M,U4,3.68,96,0,36
F,U2,3.96,32,0,0
F,U4,3.65,104,0,0
F,U4,3.93,101,8,16
M,U4,3.31,132,0,4
F,U2,4,32,0,0
F,U2,3.39,35,6,0
M,U3,3.56,60,0,4
F,U4,2.38,110,0,16
F,U4,3.85,112,0,36
M,U4,3.56,96,0,12
M,U2,3.8,32,0,20
F,U3,3.29,64,0,0
M,U4,2.57,90,0,20
F,U4,2.24,89,3,12
F,U2,2.01,30,0,0
M,U4,2.26,100,0,4
M,U2,2.86,40,0,0
F,U3,3.91,72,0,0
M,U4,3.33,92,6,40
F,U2,3.93,32,0,4
M,U4,3.37,96,0,24
M,U4,3.42,98,0,8
M,U4,3.17,70,30,28
F,U3,3.65,72,0,0
F,U2,3.59,32,0,8
F,U3,3.56,64,0,4
F,U4,3.71,123,0,4
M,U4,2.12,102,0,0
F,U4,2.58,68,31,12
F,U3,2.99,60,0,8
F,U4,3.33,128,0,8
F,U3,2.85,53,0,0
F,U2,2.95,16,6.3,12
F,U4,3.32,88,0,32
F,U2,3.24,28,0,8
F,U3,2.61,60,0,0
F,U2,3.56,34,0,0
F,U2,3.21,32,0,4
F,U4,3.08,64,42,0
F,U4,3,96,0,0
M,U3,3.41,81.5,0,0
M,U4,3.45,100,0,0
F,U3,3.76,36,0,20
M,U3,2.97,52,0,0
F,U3,3.68,16,48,16
F,U3,3.05,77,0,0
F,U2,2.47,12,0,0
F,U2,1.9,28,0,0
F,U3,3.37,44,48,0
M,U3,3,64,0,0
F,U3,3.59,63,0,28
F,U4,2.98,32,61,0
M,U3,2.73,60,0,0
F,U4,2.73,98,4,24
M,U4,3.01,92,0,8
M,U3,3.68,66,8,0
M,U3,3.62,64,0,0
M,U2,3.14,32,0,24
F,U4,2.81,116,0,16
F,U3,2.96,64,0,12
F,U2,3.44,33,0,16
F,U3,2.91,60,8,4
F,U3,3.55,56,0,40
F,U4,3.36,100,0,12
F,U2,3.41,38,0,4
F,U4,3.11,56,0,12
M,U4,3.3,94,0,44
M,U2,3.73,32,0,0
F,U4,2.91,68,27,0
M,U2,3.44,35,0,0
M,U2,3.45,32,0,12
F,U3,3.1,32,27,0
M,U3,2.33,56,0,4
F,U2,3.03,43,0,8
F,U3,3.31,60,0,16
F,U4,3.01,98,10,8
M,U4,3.73,95,0,32
F,U2,2.43,29,0,12
F,U2,3.33,34,0,20
F,U3,3.15,76,7,12
F,U4,3.4,102,0,24
F,U4,3.46,108,0,16
F,U4,3.43,105,0,24
F,U4,3.05,94,0,20
F,U3,3.81,28,16,8
M,U4,3.11,98,0,28
M,U4,3.7,111,0,44
F,U3,3.65,33,47,0
F,U3,3.84,64,4,0
M,U4,2.48,120,0,0
M,U4,3.55,102,0,4
F,U2,2.75,32,0,4
F,U4,2.06,156,4,0
M,U3,3.71,32,0,48
F,U3,2.76,72,0,16
M,U2,3.01,32,0,36
F,U2,3.73,32,0,0
M,U4,2.77,105,0,24
F,U4,3.22,100,0,12
F,U2,4,32,3,16
M,U4,3.8,100,0,28
M,U2,3.31,35,0,28
M,U4,3.24,104,10,16
F,U2,3.29,32,0,4
F,U3,3.32,64,0,0
F,U4,3.6,96,0,12
F,U3,3.44,80,5,16
F,U4,3.78,97,0,16
F,U3,4,34,0,32
M,U2,2.66,32,0,4
M,U3,3.95,73,0,20
M,U3,3.08,64,0,20
F,U2,2.46,27,0,0
M,U4,1.9,136,4,4
M,U3,3.26,64,4,0
F,U2,2.3,32,22,0
M,U2,3.74,31,0,0
M,U3,3.46,66,0,0
F,U4,2.75,102,0,0
M,U4,2.53,89,13,0
M,U2,3.4,24,0,8
F,U3,3.91,98,0,0
F,U4,2.69,93,0,8
F,U4,3.37,124,0,0
M,U2,2.14,28,0,4
F,U4,3.58,92,0,0
M,U2,3.36,32,0,8
F,U3,3.27,40,30,24
M,U4,2.65,72,0,36
M,U4,3.67,150.5,0,0
M,U2,3.16,32,0,0
F,U3,3.97,44,18,0
M,U2,3.15,33,0,8
M,U2,2.05,32,0,0
M,U3,2.74,61,0,0
F,U3,3.82,64,0,8
M,U2,3.29,36,0,20
F,U3,3.04,48,0,12
M,U4,3.23,96,0,16
F,U3,3.64,65,0,20
F,U4,3.43,104,0,12
F,U4,2.92,96,0,24
F,U3,3.39,80,0,0
F,U3,3.43,68,0,8
F,U4,3.38,100,0,8
F,U2,2.48,36,0,0
M,U2,3.75,32,8,8
M,U2,3.93,32,0,28
F,U3,3.62,65,14,0
M,U4,3.67,103,0,0
F,U2,3.21,33,0,28
M,U2,2.63,33,0,8
F,U3,3.83,36,0,40
M,U4,3.14,116.5,0,24
F,U4,2.98,97,6,0
F,U4,2.63,79,15,0
F,U2,3.7,33,8,12
F,U2,3.64,32,0,0
F,U2,3.31,33,0,0
F,U2,3.56,41,0,8
F,U3,3.83,61,5,16
M,U3,3.14,62,0,40
M,U4,3.24,110,0,0
M,U4,3.51,99,0,12
F,U4,3.71,126,3,8
F,U2,2.23,30,0,0
M,U4,3.06,100,0,0
M,U3,3.78,78,0,0
F,U3,3.59,73,3,0
F,U4,3.36,98,0,16
M,U4,3.69,92,0,16
F,U4,3.44,72,24,4
M,U3,3.21,60,0,36
F,U3,3.39,60,0,20
M,U4,2.57,102,0,24
F,U2,3.29,32,0,0
